Make,Year,Condition,Mileage,Price,Seller Rating,Interior color,Drivetrain,Min MPG,Max MPG,Fuel type,Engine Size (L),Accidents or damage,1-owner vehicle
Chevrolet,2016,Used,52402.0,29900.0,4.3,Dark Ash/Jet Black ,4WD,0.0,0.0,Gasoline ,6.0,1.0,False
Nissan,2020,Used,15560.0,24850.0,4.381503720140973,Graphite ,FWD,20.0,28.0,Gasoline ,3.5,0.0,True
Hyundai,2021,Used,57331.0,16995.0,4.9,Black ,FWD,33.0,43.0,Gasoline ,2.0,0.0,True
Toyota,2023,Used,1281.0,25995.0,4.7,– ,FWD,28.0,39.0,Gasoline ,2.5,0.0,True
Hyundai,2023,Used,17051.0,24975.0,4.9,Black w/Red Stitching ,FWD,28.0,36.0,Gasoline ,1.6,0.0,True
Honda,2019,Used,49047.0,22994.0,4.9,– ,FWD,30.0,38.0,Gasoline ,1.5,1.0,False
Lexus,2022,Used,15981.0,51995.0,4.9,Black ,AWD,22.0,28.0,Gasoline ,2.4,0.0,True
Honda,2023,Used,3642.0,29898.0,4.5,– ,FWD,27.0,37.0,Gasoline ,1.5,1.0,True
Jeep,2015,Used,170022.0,8977.0,4.2,Black ,4WD,21.0,28.0,Gasoline ,2.4,0.0,True
INFINITI,2023,New,10.0,53080.0,4.9,Stone ,AWD,22.0,28.0,Gasoline ,2.0,0.0,others
Honda,2021,Used,48878.0,26850.0,4.9,Black ,AWD,27.0,32.0,Gasoline ,1.5,0.0,True
Kia,2023,New,15.0,35405.0,4.5,Charcoal ,FWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,others
Ford,2022,New,1710.0,52495.0,4.6,Ebony ,4WD,23.0,26.0,Gasoline ,3.0,0.0,others
Cadillac,2021,Certified,37652.0,76198.0,4.9,Black ,4WD,14.0,19.0,Gasoline ,6.2,0.0,True
Nissan,2019,Used,97402.0,16001.0,4.6,Charcoal ,FWD,26.0,33.0,Gasoline ,2.5,0.0,False
Toyota,2017,Used,90550.0,21295.0,4.381503720140973,Black ,FWD,23.0,29.0,Gasoline ,2.5,1.0,False
Nissan,2023,New,6.0,63105.0,4.7,Blue Gray ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,others
Ford,2023,New,19.0,54500.0,4.7,Medium Dark Slate ,AWD,20.59922502075837,28.0,Unknown,2.0,0.0,others
Ford,2022,Used,28401.0,24985.0,4.4,Ebony ,FWD,28.0,34.0,Gasoline ,1.5,0.0,True
Jeep,2015,Used,43299.0,29995.0,4.1,Black ,4WD,16.0,21.0,Gasoline ,3.6,0.0,False
Genesis,2021,Certified,31045.0,28988.0,4.381503720140973,Black ,AWD,20.0,27.0,Gasoline ,2.0,0.0,True
Kia,2023,Used,12949.0,17991.0,4.381503720140973,Black ,FWD,29.0,35.0,Gasoline ,2.0,0.0,True
Lincoln,2019,Used,41725.0,23800.0,4.381503720140973,Ebony ,AWD,18.0,25.0,Gasoline ,2.3,0.0,True
Cadillac,2019,Used,58170.0,25588.0,4.7,Jet Black ,AWD,18.0,25.0,Gasoline ,3.6,0.0,True
Dodge,2015,Used,93160.0,17491.0,4.7,Black ,AWD,17.0,24.0,– ,3.6,0.0,False
Audi,2020,Used,24886.0,39999.0,4.8,Black ,AWD,17.0,21.0,Hybrid ,2.96465882923282,0.0,True
Ford,2017,Used,77830.0,34992.0,4.381503720140973,Pewter ,RWD,0.0,0.0,Gasoline ,3.7,1.0,True
Honda,2016,Used,110162.0,16495.0,4.381503720140973,Gray ,FWD,26.0,33.0,Gasoline ,2.4,0.0,False
Lincoln,2022,Used,12664.0,31998.0,4.381503720140973,Tan ,FWD,20.59922502075837,28.0,Gasoline ,2.0,0.0,True
Chevrolet,2019,Used,43374.0,32496.0,4.8,Jet Black ,4WD,16.0,18.0,Gasoline ,3.6,0.0,False
Ford,2019,Certified,37422.0,24735.0,4.8,Ebony ,RWD,21.0,31.0,Gasoline ,2.3,1.0,True
Ford,2017,Used,164782.0,17950.0,4.381503720140973,Gray ,4WD,0.0,0.0,Gasoline ,6.2,1.0,True
Audi,2022,Used,5029.0,34888.0,4.8,Black ,AWD,26.0,34.0,Hybrid ,2.96465882923282,1.0,True
Audi,2015,Used,79994.0,38495.0,4.3,Black ,AWD,16.0,27.0,Gasoline ,4.0,1.0,False
Tesla,2021,Used,46494.0,24885.0,4.8,Black ,RWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Acura,2023,Used,11364.0,45224.0,4.9,Red ,AWD,21.0,26.0,Gasoline ,2.0,0.0,True
Toyota,2015,Used,105312.0,11495.0,4.381503720140973,Beige ,FWD,51.0,48.0,Hybrid ,1.8,1.0,False
Chevrolet,2021,Certified,25145.0,17242.0,5.0,Jet Black ,FWD,24.0,32.0,Gasoline ,1.4,0.0,True
Cadillac,2021,Used,28031.0,43890.0,4.3,Jet Black ,AWD,18.0,25.0,Gasoline ,3.6,0.0,True
Chevrolet,2021,Used,15589.0,19200.0,4.3,Jet Black ,AWD,24.0,29.0,Gasoline ,1.4,1.0,True
Chevrolet,2020,Used,33405.0,17888.0,4.6,Jet Black ,FWD,26.0,31.0,Gasoline ,1.4,1.0,True
Honda,2020,Used,47762.0,29994.0,4.6,Gray ,FWD,19.0,28.0,Gasoline ,3.5,0.0,True
Kia,2020,Used,42061.0,14850.0,4.381503720140973,Black ,FWD,24.0,35.0,Gasoline ,2.4,1.0,True
Tesla,2023,Used,9427.0,27800.0,4.7,Black ,RWD,20.59922502075837,28.0,Unknown,2.96465882923282,1.0,False
Tesla,2021,Used,73217.0,24700.0,4.1,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Nissan,2021,Certified,27552.0,28236.0,4.8,Graphite ,AWD,20.0,28.0,Gasoline ,3.5,0.0,True
Audi,2023,New,66.0,139905.0,4.7,Cognac ,AWD,13.0,20.0,Gasoline ,4.0,0.0,others
Ford,2020,Used,31280.0,27998.0,4.381503720140973,Black ,AWD,21.0,28.0,Gasoline ,2.0,0.0,True
Mercedes-Benz,2023,Certified,12089.0,45990.0,4.8,Saddle Brown / Black ,AWD,22.0,31.0,Gasoline ,2.0,0.0,True
Volkswagen,2017,Used,21237.0,22500.0,4.4,Titan Black ,FWD,24.0,33.0,Gasoline ,1.8,1.0,True
Nissan,2021,Certified,36035.0,26995.0,4.7,Charcoal ,AWD,25.0,32.0,Gasoline ,2.5,0.0,True
Ford,2014,Used,58903.0,11599.0,4.381503720140973,Black ,FWD,28.0,36.0,Gasoline ,1.6,0.0,others
Jeep,2020,Certified,29920.0,19809.0,4.9,Black ,4WD,21.0,29.0,Gasoline ,2.4,0.0,True
Honda,2022,Used,62670.0,32350.0,4.9,Gray ,AWD,19.0,26.0,Gasoline ,3.5,0.0,True
Volvo,2021,Used,57975.0,28998.0,4.381503720140973,Gray ,AWD,21.0,28.0,Gasoline ,2.0,0.0,others
Lincoln,2019,Used,42474.0,21514.0,4.8,Cappuccino ,FWD,20.0,31.0,Gasoline ,2.0,1.0,False
Nissan,2022,Used,9454.0,26585.0,4.7,Graphite ,AWD,20.0,28.0,Gasoline ,3.5,0.0,True
Chevrolet,2022,Used,14880.0,38699.0,4.8,Jet Black ,RWD,16.0,24.0,Gasoline ,6.2,0.0,True
Jeep,2022,Used,35983.0,51995.0,4.2,Global Black ,4WD,15.0,20.0,Gasoline ,5.7,1.0,True
Jeep,2018,Used,54897.0,25768.0,4.7,Black ,4WD,17.0,25.0,Gasoline ,2.0,1.0,True
Audi,2018,Used,24694.0,38487.0,4.4,Black ,AWD,20.0,29.0,Gasoline ,2.96465882923282,0.0,True
GMC,2021,Certified,63921.0,39875.0,4.9,Jet Black ,4WD,22.0,26.0,Diesel ,3.0,0.0,True
BMW,2018,Used,29178.0,28492.0,4.4,Black ,AWD,23.0,33.0,Gasoline ,2.0,1.0,True
Ford,2020,Used,58534.0,21988.0,4.7,Ebony ,AWD,26.0,31.0,Gasoline ,1.5,0.0,True
Ford,2017,Used,34114.0,50500.0,4.3,Ebony ,RWD,14.0,21.0,Gasoline ,5.2,1.0,False
Lexus,2023,Used,17477.0,44995.0,4.9,Black ,AWD,22.0,29.0,Gasoline ,2.4,0.0,True
Cadillac,2014,Used,150247.0,9990.0,4.8,Caramel/Jet Black Accents ,AWD,17.0,26.0,Gasoline ,3.6,1.0,False
Ford,2022,Used,15549.0,35950.0,4.381503720140973,Ebony ,FWD,24.0,27.0,Gasoline ,2.96465882923282,0.0,True
Ford,2021,Used,15894.0,23998.0,4.381503720140973,Gray ,AWD,26.0,31.0,Gasoline ,1.5,0.0,True
Lamborghini,2020,Used,1611.0,309895.0,4.381503720140973,Nero Ade ,AWD,13.0,18.0,Gasoline ,5.2,0.0,True
Chevrolet,2022,Used,20384.0,35370.0,4.5,Black ,4WD,17.0,24.0,Gasoline ,3.6,1.0,True
Porsche,2022,Used,10300.0,64600.0,4.381503720140973,Black ,AWD,20.59922502075837,28.0,Gasoline ,2.9,0.0,True
BMW,2022,Used,48804.0,27979.0,4.8,Canberra Beige ,AWD,21.0,28.0,Gasoline ,2.0,0.0,True
Lincoln,2023,Used,26137.0,44999.0,4.7,Ebony ,AWD,17.0,24.0,Gasoline ,3.0,1.0,False
Cadillac,2014,Used,95223.0,23500.0,4.381503720140973,Other ,AWD,13.0,18.0,Gasoline ,6.2,0.0,False
INFINITI,2016,Used,127597.0,14495.0,3.7,Java ,AWD,19.0,26.0,Gasoline ,3.5,1.0,True
Rolls-Royce,2014,Used,22339.0,148800.0,4.381503720140973,Seashell ,RWD,13.0,21.0,Gasoline ,6.6,0.0,False
Chevrolet,2020,Used,17760.0,13800.0,4.381503720140973,Black ,FWD,26.0,31.0,Gasoline ,1.4,1.0,True
Volkswagen,2021,Used,37722.0,25994.0,4.6,Titan Black ,AWD,20.0,24.0,Gasoline ,2.0,0.0,True
Lexus,2016,Used,37495.0,29488.0,4.7,Flaxen ,AWD,19.0,26.0,Gasoline ,3.5,0.0,True
Hyundai,2014,Used,77745.0,10651.0,4.4,Camel ,FWD,24.0,35.0,Gasoline ,2.4,0.0,others
Jeep,2020,Used,33295.0,33828.0,4.4,Black ,4WD,17.0,25.0,Gasoline ,2.0,1.0,False
Ford,2016,Used,87861.0,9777.0,4.6,Charcoal Black ,FWD,42.0,37.0,Hybrid ,2.0,1.0,False
Ford,2022,Used,17138.0,22499.0,4.8,Dark Earth Gray ,AWD,26.0,31.0,Gasoline ,1.5,0.0,True
GMC,2021,Certified,68208.0,37994.0,4.6,Jet Black ,4WD,16.0,21.0,Gasoline ,5.3,0.0,True
Jeep,2020,Used,30126.0,36324.0,4.4,Black ,4WD,17.0,23.0,Gasoline ,2.0,0.0,True
RAM,2021,Used,51739.0,42895.0,4.4,Black ,4WD,0.0,0.0,Diesel ,6.7,1.0,True
Toyota,2021,Used,63819.0,30450.0,4.8,– ,AWD,41.0,38.0,Hybrid ,2.5,0.0,True
Ford,2022,Used,17512.0,22500.0,4.2,Dark Earth Gray ,FWD,28.0,34.0,Gasoline ,1.5,0.0,False
Kia,2014,Used,80451.0,12995.0,4.6,Gray ,FWD,23.0,34.0,Gasoline ,2.4,1.0,True
Nissan,2019,Used,34515.0,20997.0,4.7,Charcoal ,4WD,19.0,26.0,Gasoline ,3.5,1.0,False
Chevrolet,2018,Used,94459.0,15995.0,4.381503720140973,Medium Ash Gray ,AWD,24.0,30.0,Gasoline ,1.5,0.0,False
Chevrolet,2022,Used,32537.0,20795.0,4.381503720140973,Medium Ash Gray ,FWD,26.0,31.0,Gasoline ,1.5,1.0,True
Ford,2020,Used,7958.0,23500.0,4.6,Ebony ,AWD,26.0,31.0,Gasoline ,1.5,0.0,True
Volkswagen,2022,Used,23245.0,21712.0,4.1,Gray / Black ,AWD,25.0,32.0,Gasoline ,1.5,0.0,True
Chevrolet,2020,Used,39945.0,31795.0,4.381503720140973,Black ,RWD,15.0,22.0,E85 Flex Fuel ,5.3,1.0,False
Jeep,2021,Used,59847.0,18871.0,4.4,Black ,4WD,21.0,29.0,Gasoline ,2.96465882923282,1.0,True
Jeep,2020,Certified,34593.0,43994.0,4.9,Black ,4WD,21.0,22.0,Gasoline ,2.0,0.0,True
Audi,2018,Used,59188.0,18995.0,4.6,Black ,AWD,23.0,27.0,Gasoline ,2.0,0.0,False
RAM,2019,Used,95255.0,27900.0,4.4,Black ,4WD,15.0,21.0,Gasoline ,5.7,0.0,True
BMW,2022,Used,19811.0,86800.0,4.7,Sakhir Orange ,AWD,13.0,18.0,Gasoline ,4.4,0.0,True
Porsche,2015,Used,63577.0,29995.0,4.9,Luxor Beige ,AWD,17.0,23.0,Gasoline ,3.6,0.0,True
Volkswagen,2023,Certified,4452.0,47242.0,4.9,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,False
RAM,2018,Certified,41666.0,40990.0,4.8,Black ,4WD,0.0,0.0,Gasoline ,6.4,1.0,True
Dodge,2022,Used,27738.0,35995.0,4.5,Black ,AWD,18.0,25.0,Gasoline ,3.6,0.0,True
Jaguar,2019,Used,54767.0,30000.0,4.381503720140973,Light Oyster w/ Ebony / Ebony ,AWD,18.0,23.0,Gasoline ,2.96465882923282,0.0,True
BMW,2020,Used,25462.0,39989.0,4.2,Black ,AWD,22.0,29.0,Gasoline ,3.0,0.0,True
Cadillac,2021,Used,43629.0,33000.0,4.4,Jet Black ,AWD,18.0,26.0,Gasoline ,3.6,1.0,True
Aston,2017,Certified,7248.0,118000.0,4.381503720140973,Sahara Tan Leather ,others,20.59922502075837,28.0,Gasoline ,2.96465882923282,1.0,False
Toyota,2017,Used,125569.0,14984.0,4.3,Black ,FWD,42.0,0.0,Hybrid ,2.5,1.0,False
Rolls-Royce,2019,Certified,13876.0,248800.0,4.381503720140973,Seashell ,RWD,12.0,18.0,Gasoline ,6.6,0.0,False
Mazda,2023,Used,5532.0,35495.0,4.381503720140973,Black ,AWD,20.0,26.0,Gasoline ,2.5,0.0,True
Kia,2023,New,0.0,35510.0,4.1,Black ,AWD,23.0,25.0,Gasoline ,2.5,0.0,others
BMW,2017,Used,78210.0,20500.0,4.381503720140973,Canberra Beige ,AWD,0.0,0.0,Gasoline ,2.0,0.0,False
Audi,2016,Used,129666.0,12849.0,4.381503720140973,Black ,AWD,22.0,32.0,Gasoline ,2.0,0.0,False
BMW,2021,Used,46996.0,32885.0,4.8,Tacora Red w/Contrast Stitching ,AWD,24.0,33.0,Gasoline ,2.0,0.0,True
Jaguar,2020,Used,38295.0,26280.0,4.4,– ,AWD,21.0,28.0,Gasoline ,2.0,1.0,True
Kia,2022,Used,18040.0,35488.0,4.7,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Bentley,2022,Used,7623.0,187912.0,4.381503720140973,Beluga ,AWD,15.0,24.0,Gasoline ,4.0,0.0,True
Chevrolet,2019,Used,41985.0,22949.0,4.6,Jet Black ,AWD,22.0,28.0,Gasoline ,2.0,1.0,True
Lincoln,2020,Used,79586.0,34500.0,3.8,Roast ,AWD,17.0,24.0,Gasoline ,3.0,0.0,False
GMC,2022,Used,33156.0,33000.0,4.5,Jet Black ,AWD,19.0,26.0,Gasoline ,3.6,0.0,True
Jeep,2022,New,5930.0,55999.0,4.4,Global Black ,4WD,20.59922502075837,28.0,Hybrid ,2.0,0.0,others
Chevrolet,2017,Used,63763.0,27998.0,4.381503720140973,Black ,4WD,17.0,22.0,Gasoline ,5.3,1.0,False
Audi,2016,Used,99841.0,15499.0,4.381503720140973,Chestnut Brown ,AWD,20.0,28.0,Gasoline ,2.0,1.0,False
BMW,2020,Used,43208.0,40489.0,4.5,Black ,AWD,22.0,30.0,Gasoline ,3.0,0.0,True
Buick,2021,Used,42131.0,18873.0,4.4,Ebony ,FWD,28.0,31.0,Gasoline ,1.2,0.0,True
Kia,2016,Used,77223.0,7987.0,4.2,Black ,FWD,25.0,33.0,Gasoline ,2.0,1.0,True
Kia,2023,Used,12645.0,23495.0,4.7,Black ,AWD,27.0,31.0,Gasoline ,2.0,0.0,True
Porsche,2022,Used,624.0,156999.0,4.381503720140973,Black ,RWD,17.0,23.0,Gasoline ,4.0,0.0,True
Ford,2023,New,8.0,49930.0,4.6,Black Onyx ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,others
Mercedes-Benz,2023,New,12.0,65625.0,4.5,Black ,RWD,20.59922502075837,28.0,Diesel ,2.0,0.0,others
Mercedes-Benz,2023,New,7.0,66214.0,4.7,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,others
Honda,2019,Certified,45312.0,29234.0,3.8,Beige ,FWD,19.0,28.0,Gasoline ,2.96465882923282,1.0,True
RAM,2021,Used,26915.0,44889.0,4.8,Black ,4WD,19.0,24.0,Gasoline ,5.7,0.0,True
GMC,2021,Used,3893.0,38495.0,4.7,Medium Pewter ,RWD,0.0,0.0,Gasoline ,6.6,0.0,True
Ford,2023,New,9.0,60500.0,4.7,Black Onyx ,4WD,16.0,17.0,Gasoline ,2.3,0.0,others
Kia,2022,Used,17723.0,19999.0,4.381503720140973,Black ,FWD,23.0,30.0,Gasoline ,2.4,0.0,False
Volkswagen,2018,Used,104365.0,15095.0,4.381503720140973,Titan Black ,AWD,22.0,29.0,Gasoline ,1.8,0.0,False
Ford,2021,Used,10180.0,40495.0,4.2,Ebony/Sandstone ,AWD,23.0,31.0,Gasoline ,2.0,0.0,True
Lincoln,2023,Used,13172.0,49995.0,4.7,– ,AWD,17.0,24.0,Gasoline ,3.0,0.0,True
Nissan,2023,Used,1343.0,25998.0,4.381503720140973,Black ,FWD,27.0,39.0,Gasoline ,2.5,0.0,True
Honda,2016,Used,104049.0,14600.0,4.8,– ,FWD,31.0,41.0,Gasoline ,2.0,1.0,False
Buick,2015,Used,56560.0,12969.0,4.6,Ebony ,FWD,25.0,33.0,Gasoline ,1.4,0.0,False
Volkswagen,2021,Used,22763.0,28376.0,4.4,– ,FWD,18.0,23.0,Gasoline ,3.6,0.0,True
Jeep,2021,Used,52335.0,42994.0,4.9,Tupelo/Black ,4WD,18.0,25.0,Gasoline ,3.6,0.0,True
Chevrolet,2019,Certified,67512.0,28980.0,5.0,Jet Black ,4WD,17.0,24.0,Gasoline ,3.6,0.0,True
Nissan,2019,Used,94900.0,21900.0,4.381503720140973,Charcoal ,4WD,13.0,18.0,Gasoline ,5.6,0.0,False
Toyota,2023,New,0.0,54179.0,4.8,Black ,AWD,29.0,32.0,Hybrid ,2.4,0.0,others
Rolls-Royce,2018,Certified,8308.0,288800.0,4.381503720140973,Black ,RWD,12.0,18.0,Gasoline ,6.6,0.0,False
Jeep,2015,Used,148275.0,22896.0,4.381503720140973,Black ,4WD,17.0,21.0,Gasoline ,3.6,0.0,True
Ford,2022,Used,11475.0,48920.0,4.3,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,False
Audi,2021,Used,29178.0,33999.0,4.8,Black ,AWD,24.0,31.0,Hybrid ,2.96465882923282,0.0,True
Jeep,2017,Used,32588.0,25985.0,4.381503720140973,Black ,4WD,0.0,0.0,Gasoline ,2.4,0.0,False
BMW,2021,Certified,22980.0,31888.0,4.1,Black ,AWD,23.0,31.0,Gasoline ,2.0,0.0,True
GMC,2022,Used,28302.0,55415.0,4.5,Jet Black ,4WD,20.0,23.0,Diesel ,3.0,0.0,False
Genesis,2023,Used,11225.0,36752.0,4.4,Obsidian Black/Red Stitch ,AWD,20.0,28.0,Gasoline ,2.96465882923282,0.0,True
Nissan,2023,Used,9186.0,34750.0,4.9,Tan ,AWD,28.0,34.0,Gasoline ,1.5,0.0,True
Lincoln,2020,Used,33830.0,24980.0,4.4,Ebony ,FWD,20.0,31.0,Gasoline ,2.0,1.0,False
RAM,2022,Used,14094.0,36998.0,4.381503720140973,Black ,4WD,20.59922502075837,28.0,Gasoline ,3.6,1.0,True
Hyundai,2017,Used,81440.0,13495.0,4.381503720140973,Gray ,FWD,20.59922502075837,28.0,Gasoline ,1.6,0.0,False
Hyundai,2023,Used,10946.0,33937.0,4.381503720140973,Beige ,AWD,21.0,28.0,Gasoline ,2.5,0.0,True
Cadillac,2021,Certified,22176.0,40989.0,4.381503720140973,Jet Black ,AWD,18.0,25.0,Gasoline ,3.6,0.0,True
Polestar,2020,Used,17684.0,92800.0,4.9,Charcoal ,AWD,0.0,0.0,Gasoline ,2.0,0.0,False
Land,2015,Used,63130.0,29990.0,4.8,Black ,4WD,14.0,19.0,Gasoline ,5.0,1.0,False
Ford,2021,Certified,19889.0,29995.0,4.2,Dark Earth Gray ,FWD,28.0,34.0,Gasoline ,1.5,0.0,True
Ford,2023,New,16.0,54290.0,4.7,Medium Dark Slate ,AWD,20.59922502075837,28.0,Unknown,2.0,0.0,others
Chevrolet,2022,Used,2864.0,72980.0,4.7,Jet Black ,RWD,20.59922502075837,28.0,Gasoline ,6.2,0.0,False
Maserati,2023,New,6872.0,88072.0,4.8,Red ,AWD,16.0,22.0,Gasoline ,3.0,0.0,others
Ford,2020,Used,73678.0,18600.0,4.3,Ebony ,AWD,26.0,31.0,Gasoline ,1.5,0.0,True
Chrysler,2021,Used,66097.0,23881.0,4.5,Black ,FWD,19.0,28.0,Gasoline ,3.6,1.0,True
Acura,2021,Used,27071.0,29265.0,4.6,Ebony ,AWD,21.0,27.0,Gasoline ,2.0,0.0,True
Ford,2015,Used,54383.0,13438.0,4.6,Black ,FWD,24.0,36.0,Gasoline ,1.5,1.0,False
Toyota,2023,Used,25033.0,32477.0,4.8,Black ,AWD,21.0,28.0,Gasoline ,2.4,0.0,True
Subaru,2017,Used,86591.0,16801.0,4.6,Ivory ,AWD,26.0,33.0,Gasoline ,2.0,0.0,True
Ford,2023,New,5.0,56188.0,4.4,Ebony ,4WD,18.0,24.0,Gasoline ,3.0,0.0,others
Audi,2023,Certified,5507.0,35273.0,4.1,Black ,AWD,21.0,28.0,Gasoline ,2.96465882923282,0.0,True
Chevrolet,2021,Used,61047.0,15995.0,4.381503720140973,Jet Black ,AWD,23.0,30.0,Gasoline ,1.4,1.0,True
Honda,2017,Used,99456.0,17995.0,4.9,Black ,FWD,26.0,34.0,Gasoline ,2.4,1.0,False
Dodge,2019,Used,72963.0,22795.0,4.381503720140973,Black ,AWD,14.0,22.0,Gasoline ,5.7,1.0,True
BMW,2022,Used,9161.0,51495.0,4.381503720140973,Black ,AWD,22.0,29.0,Gasoline ,3.0,1.0,True
Chevrolet,2018,Used,20559.0,17746.0,4.0,– ,FWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Acura,2019,Used,61472.0,24818.0,4.381503720140973,– ,AWD,21.0,27.0,Gasoline ,2.0,0.0,False
Dodge,2023,New,0.0,45859.0,4.9,Black ,RWD,15.0,23.0,Gasoline ,5.7,0.0,others
BMW,2021,Used,41387.0,31149.0,4.5,Magma Red ,AWD,23.0,32.0,Gasoline ,2.0,0.0,True
Ford,2023,New,21.0,79290.0,4.4,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,others
Lincoln,2023,New,2.0,55030.0,4.7,– ,AWD,20.59922502075837,28.0,Hybrid ,2.5,0.0,others
GMC,2017,Used,75650.0,34579.0,4.5,Jet Black ,4WD,15.0,21.0,Gasoline ,6.2,0.0,False
Cadillac,2020,Used,45488.0,34995.0,4.6,Cirrus ,AWD,17.0,24.0,Gasoline ,3.6,0.0,True
Chevrolet,2023,Certified,16811.0,73931.0,5.0,Jet Black ,4WD,15.0,20.0,Gasoline ,6.2,1.0,True
Porsche,2023,Certified,7205.0,141999.0,4.7,Black ,AWD,15.0,20.0,Gasoline ,4.0,0.0,False
INFINITI,2023,New,19.0,50997.0,4.4,Stone ,AWD,22.0,28.0,Gasoline ,2.0,0.0,others
RAM,2017,Used,102084.0,24990.0,4.1,Black ,4WD,16.0,23.0,Gasoline ,5.7,0.0,False
Ford,2023,New,2698.0,57488.0,4.6,Ebony ,4WD,23.0,24.0,Gasoline ,3.0,0.0,others
Ford,2016,Used,158087.0,6500.0,5.0,Charcoal Black ,FWD,23.0,32.0,Gasoline ,1.6,1.0,False
Rolls-Royce,2017,Used,28986.0,259800.0,4.7,Commissioned Collection Cobalto Blue ,RWD,12.0,19.0,Gasoline ,6.6,0.0,False
Mercedes-Benz,2020,Used,20953.0,59878.0,4.381503720140973,Macchiato ,AWD,19.0,23.0,Gasoline ,3.0,0.0,True
Ford,2021,Used,29979.0,33049.0,4.8,Sandstone ,4WD,20.0,27.0,Gasoline ,2.3,1.0,True
Ford,2020,Used,34844.0,19500.0,4.7,Sandstone ,FWD,27.0,33.0,Gasoline ,1.5,0.0,True
Nissan,2015,Used,65991.0,15700.0,4.3,Charcoal ,AWD,25.0,32.0,Gasoline ,2.5,0.0,False
Nissan,2023,Certified,34431.0,29799.0,4.381503720140973,Charcoal with Cloth Seating Surfaces ,4WD,20.59922502075837,28.0,– ,3.5,0.0,True
Chevrolet,2018,Used,24662.0,38995.0,4.8,Jet Black / Dark Ash ,4WD,16.0,22.0,Gasoline ,5.3,1.0,True
Buick,2022,Used,72226.0,29995.0,4.9,Dark Galvanized w/Ebony Accents ,AWD,17.0,25.0,Gasoline ,3.6,0.0,True
Cadillac,2020,Used,50484.0,32995.0,4.6,Jet Black ,AWD,18.0,25.0,Gasoline ,3.6,0.0,True
Maserati,2022,New,84.0,87000.0,4.8,Black ,AWD,16.0,22.0,Gasoline ,3.0,0.0,others
Jeep,2018,Used,89650.0,16889.0,4.6,Black ,4WD,18.0,25.0,Gasoline ,3.6,0.0,False
Lincoln,2020,Used,82764.0,41218.0,4.7,Savanna ,AWD,20.59922502075837,28.0,Hybrid ,3.0,0.0,True
Audi,2023,Certified,4898.0,53980.0,4.7,Black ,AWD,19.0,25.0,Gasoline ,2.0,0.0,True
Jeep,2023,Certified,3406.0,26700.0,4.8,Black/Bronze ,4WD,23.0,29.0,Gasoline ,1.3,0.0,True
GMC,2022,Used,21056.0,33977.0,4.9,Jet Black ,AWD,19.0,26.0,Gasoline ,3.6,0.0,True
Chevrolet,2020,Used,92931.0,19690.0,4.7,Jet Black ,FWD,18.0,27.0,Gasoline ,3.6,1.0,True
Chevrolet,2021,Used,20334.0,21999.0,4.4,Jet Black ,AWD,25.0,30.0,Gasoline ,1.5,0.0,True
Mercedes-Benz,2015,Used,105458.0,14495.0,4.381503720140973,Black ,AWD,24.0,32.0,Gasoline ,2.0,0.0,False
Jeep,2021,Used,44361.0,21346.0,4.4,Black ,4WD,22.0,30.0,Gasoline ,2.4,0.0,False
BMW,2021,Used,13448.0,54999.0,4.9,Black ,RWD,23.0,31.0,Gasoline ,3.0,1.0,True
Jeep,2023,New,15.0,54068.0,4.0,Black ,4WD,16.0,23.0,Gasoline ,3.6,0.0,others
Dodge,2019,Used,41613.0,45999.0,4.4,RED ,AWD,19.0,19.0,Gasoline ,6.4,1.0,False
Chevrolet,2022,Used,41104.0,20995.0,4.381503720140973,Jet Black ,AWD,25.0,30.0,Gasoline ,1.5,1.0,True
Ford,2019,Used,96942.0,18140.0,4.6,Charcoal Black ,4WD,22.0,28.0,Gasoline ,1.5,0.0,True
Nissan,2016,Used,78643.0,17995.0,4.1,Charcoal ,FWD,22.0,30.0,Gasoline ,3.5,0.0,False
GMC,2017,Used,84026.0,17577.0,3.8,Ebony ,FWD,15.0,22.0,Gasoline ,3.6,1.0,False
Volkswagen,2023,Used,997.0,22344.0,4.4,Titan Black ,FWD,29.0,40.0,Gasoline ,1.5,0.0,True
Volkswagen,2021,Used,33851.0,31495.0,4.381503720140973,Titan Black ,AWD,17.0,23.0,Gasoline ,3.6,0.0,True
BMW,2022,Certified,18148.0,39999.0,4.1,Black ,AWD,21.0,28.0,Gasoline ,2.0,0.0,True
Audi,2019,Used,39935.0,24499.0,4.8,Black ,AWD,23.0,34.0,Gasoline ,2.96465882923282,0.0,True
